ID_lakepulse,bottle,date,comments,Comment_CP,genus ,species,division,tow length (m),net radius (cm),tow volume filtered (L),total sample volume (ml),aliquot (ml) ,count factor,#individuals counted,# / L  ,biomass factor (µg/ind),species biomass (µg d.w./L) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
 06-132 ,Zoop1,16-Jul-2017,na,,Bosmina,longirostris,Cladocera,7,10,219.91,112,5.0,0.10,27,2.750,0.591,1.624,0.26,0.30,0.26,0.32,0.27,0.25,0.32,0.25,0.27,0.29
 06-132 ,Zoop1,16-Jul-2017,na,,Ceriodaphnia,spp.,Cladocera,7,10,219.91,112,5.0,0.10,1,0.102,0.298,0.030,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-132 ,Zoop1,16-Jul-2017,na,,Daphnia,catawba,Cladocera,7,10,219.91,112,5.0,0.10,3,0.306,8.830,2.698,0.89,0.77,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-132 ,Zoop1,16-Jul-2017,na,,Daphnia,galeata mendotae,Cladocera,7,10,219.91,112,5.0,0.10,87,8.862,3.073,27.234,0.99,0.84,0.94,0.65,0.82,0.81,0.79,0.89,0.69,1.04
 06-132 ,Zoop1,16-Jul-2017,na,,Daphnia,spp.,Cladocera,7,10,219.91,112,5.0,0.10,48,4.889,3.252,15.901,0.64,0.65,0.74,0.69,0.57,0.50,0.54,0.61,0.51,0.54
 06-132 ,Zoop1,16-Jul-2017,na,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,112,5.0,0.10,7,0.713,0.387,0.276,0.53,0.36,0.59,0.50,0.25,0.35,0.56,0.00,0.00,0.00
 06-132 ,Zoop1,16-Jul-2017,na,,Eubosmina,tubicen,Cladocera,7,10,219.91,112,5.0,0.10,8,0.815,0.963,0.784,0.31,0.27,0.26,0.26,0.29,0.32,0.28,0.55,0.00,0.00
 06-132 ,Zoop1,16-Jul-2017,na,,Holopedium,glacialis,Cladocera,7,10,219.91,112,5.0,0.10,6,0.611,2.470,1.510,0.59,0.79,0.59,0.54,0.86,0.64,0.00,0.00,0.00,0.00
 06-132 ,Zoop1,16-Jul-2017,na,,calanoid,copepodid,Copepoda,7,10,219.91,112,5.0,0.10,20,2.037,2.142,4.363,1.02,0.67,0.67,0.69,0.38,0.48,0.69,0.59,0.71,0.45
 06-132 ,Zoop1,16-Jul-2017,na,,cyclopoid,copepodid,Copepoda,7,10,219.91,112,5.0,0.10,201,20.474,3.347,68.535,0.51,0.84,0.52,0.96,0.50,1.04,0.44,0.45,0.35,0.81
 06-132 ,Zoop1,16-Jul-2017,na,,Leptodiaptomus,minutus,Copepoda,7,10,219.91,112,5.0,0.10,11,1.120,2.325,2.606,0.82,0.84,1.02,0.97,0.89,1.01,0.99,0.94,0.84,0.89
 06-132 ,Zoop1,16-Jul-2017,na,,Mesocyclops,edax,Copepoda,7,10,219.91,112,5.0,0.10,63,6.417,4.660,29.905,0.84,0.84,0.86,0.85,0.91,1.44,0.80,0.84,0.82,0.84
 06-132 ,Zoop1,16-Jul-2017,na,,Skistodiaptomus,oregonensis,Copepoda,7,10,219.91,112,5.0,0.10,2,0.204,6.071,1.237,1.09,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-132 ,Zoop1,16-Jul-2017,na,,Tropocyclops,prasinus,Copepoda,7,10,219.91,112,5.0,0.10,2,0.204,1.191,0.243,0.51,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 07-049 ,Zoop1+Zoop2,17-Jul-2017,9-Jan-1900,,Bosmina,longirostris,Cladocera,7,10,219.91,234,3.0,0.35,250,88.672,0.462,40.979,0.26,0.30,0.23,0.30,0.28,0.20,0.22,0.21,0.23,0.28
 07-049 ,Zoop1+Zoop2,17-Jul-2017,NA,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,234,3.0,0.35,6,2.128,0.981,2.089,0.83,0.35,0.72,0.67,0.61,0.49,0.00,0.00,0.00,0.00
 07-049 ,Zoop1+Zoop2,17-Jul-2017,NA,,Mesocyclops,edax copepodid,Copepoda,7,10,219.91,234,3.0,0.35,25,8.867,5.265,46.686,0.50,0.84,0.45,0.78,0.97,1.02,0.77,0.59,0.78,1.12
 07-049 ,Zoop1+Zoop2,17-Jul-2017,NA,,Mesocyclops,edax,Copepoda,7,10,219.91,234,3.0,0.35,53,18.798,3.000,56.388,0.92,0.85,0.79,0.85,0.88,0.86,0.81,0.86,0.92,0.90
 08-168 ,Zoop1,6-Sep-2017,NA,,Bosmina,longirostris,Cladocera,7,10,219.91,118,101.0,0.01,155,0.823,0.531,0.438,0.28,0.21,0.29,0.31,0.24,0.35,0.27,0.25,0.21,0.23
 08-168 ,Zoop1,6-Sep-2017,NA,,Camptocercus,spp.,Cladocera,7,10,219.91,118,101.0,0.01,1,0.005,6.394,0.034,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-168 ,Zoop1,6-Sep-2017,NA,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,118,101.0,0.01,94,0.499,0.997,0.498,0.40,0.51,0.73,0.84,0.59,0.62,0.50,0.66,0.84,0.51
 08-168 ,Zoop1,6-Sep-2017,NA,,Holopedium,glacialis,Cladocera,7,10,219.91,118,101.0,0.01,3,0.016,16.475,0.263,1.31,1.41,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-168 ,Zoop1,6-Sep-2017,NA,,ostracod,,Ostracoda,7,10,219.91,118,101.0,0.01,7,0.037,0.229,0.009,0.30,0.20,0.22,0.30,0.20,0.22,0.25,0.00,0.00,0.00
 08-168 ,Zoop1,6-Sep-2017,NA,,calanoid,copepodid,Copepoda,7,10,219.91,118,101.0,0.01,185,0.983,2.381,2.340,0.79,0.50,0.70,0.85,0.51,1.01,0.45,0.56,0.86,0.51
 08-168 ,Zoop1,6-Sep-2017,NA,,cyclopoid,copepodid,Copepoda,7,10,219.91,118,101.0,0.01,208,1.105,1.931,2.133,0.54,0.42,0.39,0.74,0.37,0.40,0.90,0.74,0.47,0.59
 08-168 ,Zoop1,6-Sep-2017,NA,,Leptodiaptomus,minutus,Copepoda,7,10,219.91,118,101.0,0.01,15,0.080,1.759,0.140,0.79,0.86,0.89,0.76,0.75,0.87,0.91,0.77,0.84,0.88
 08-168 ,Zoop1,6-Sep-2017,NA,,Mesocyclops,edax,Copepoda,7,10,219.91,118,101.0,0.01,48,0.255,4.380,1.117,0.90,0.85,0.86,0.92,0.84,0.89,0.79,0.83,1.34,0.91
 08-168 ,Zoop1,6-Sep-2017,NA,,Microcyclops,spp.,Copepoda,7,10,219.91,118,101.0,0.01,1,0.005,1.497,0.008,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-168 ,Zoop1,6-Sep-2017,NA,,Skistodiaptomus,oregonensis,Copepoda,7,10,219.91,118,101.0,0.01,37,0.197,6.282,1.235,1.17,1.26,1.14,1.19,1.29,1.23,1.14,1.16,1.27,1.31
 08-168 ,Zoop1,6-Sep-2017,NA,,Tropocyclops,prasinus,Copepoda,7,10,219.91,118,101.0,0.01,113,0.600,1.130,0.678,0.58,0.50,0.59,0.48,0.57,0.53,0.57,0.46,0.52,0.54
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Alona,costata,Cladocera,7,10,219.91,104,8.0,0.06,2,0.118,0.452,0.053,0.33,0.26,,,,,,,,
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Bosmina,longirostris,Cladocera,7,10,219.91,104,8.0,0.06,210,12.414,0.386,4.794,0.25,0.19,0.26,0.29,0.18,0.17,0.30,0.19,0.21,0.22
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Ceriodaphnia,spp.,Cladocera,7,10,219.91,104,8.0,0.06,202,11.941,0.737,8.805,0.29,0.35,0.26,0.37,0.47,0.38,0.42,0.34,0.41,0.32
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Chydorus ,sphaericus,Cladocera,7,10,219.91,104,8.0,0.06,1,0.059,0.544,0.032,0.24,,,,,,,,,
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Daphnia,spp.,Cladocera,7,10,219.91,104,8.0,0.06,2,0.118,1.362,0.161,0.41,0.47,,,,,,,,
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Diaphanosoma,spp.,Cladocera,7,10,219.91,104,8.0,0.06,196,11.586,0.346,4.014,0.42,0.44,0.49,0.46,0.40,0.50,0.49,0.49,0.53,0.32
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Acanthocyclops,sp.,Copepoda,7,10,219.91,104,8.0,0.06,1,0.059,12.110,0.716,1.09,,,,,,,,,
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Mesocyclops,edax copepodid,Copepoda,7,10,219.91,104,8.0,0.06,57,3.370,2.135,7.195,0.41,0.46,0.78,0.49,0.49,0.68,0.41,0.90,0.78,0.34
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Mesocyclops,edax,Copepoda,7,10,219.91,104,8.0,0.06,30,1.773,3.599,6.383,0.87,0.90,0.87,0.92,0.91,0.89,0.93,0.90,0.92,0.95
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Skistodiaptomus,oregonensis copepodid,Copepoda,7,10,219.91,104,8.0,0.06,80,4.729,2.958,13.991,0.78,0.73,0.50,0.59,0.68,0.76,0.39,0.81,0.68,0.84
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Skistodiaptomus,oregonensis,Copepoda,7,10,219.91,104,8.0,0.06,91,5.379,4.067,21.877,1.00,0.78,0.87,0.84,0.99,0.97,1.07,0.99,1.02,0.89
 08-193 ,Zoop1,12-Aug-2017,Specimens degraded.,,Chaoborus,spp.,Large Taxa Scan,7,10,219.91,104,104.0,0.00,34,0.155,,,,,,,,,,,,
 08-218 ,Zoop1,4-Aug-2017,NA,,Bosmina,longirostris,Cladocera,7,10,219.91,114,3.0,0.17,233,40.262,0.353,14.210,0.21,0.21,0.27,0.28,0.25,0.21,0.18,0.22,0.26,0.15
 08-218 ,Zoop1,4-Aug-2017,NA,,Ceriodaphnia,spp.,Cladocera,7,10,219.91,114,3.0,0.17,11,1.901,0.670,1.273,0.29,0.32,0.28,0.50,0.27,0.24,0.34,0.30,0.45,0.42
 08-218 ,Zoop1,4-Aug-2017,NA,,Daphnia,retrocurva,Cladocera,7,10,219.91,114,3.0,0.17,1,0.173,1.452,0.251,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-218 ,Zoop1,4-Aug-2017,NA,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,114,3.0,0.17,1,0.173,0.746,0.129,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-218 ,Zoop1,4-Aug-2017,NA,,calanoid,copepodid,Copepoda,7,10,219.91,114,3.0,0.17,9,1.555,1.149,1.787,0.43,0.38,0.37,0.40,0.71,0.41,0.45,0.38,0.51,0.00
 08-218 ,Zoop1,4-Aug-2017,NA,,cyclopoid,copepodid,Copepoda,7,10,219.91,114,3.0,0.17,33,5.702,0.519,2.959,0.40,0.52,0.43,0.37,0.41,0.43,0.32,0.33,0.40,0.43
 08-218 ,Zoop1,4-Aug-2017,NA,,Skistodiaptomus,spp.,Copepoda,7,10,219.91,114,3.0,0.17,2,0.346,4.811,1.663,1.11,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-218 ,Zoop1,4-Aug-2017,NA,,Chaoborus,spp.,Large Taxa Scan,7,10,219.91,114,114.0,0.00,1,0.005,,,,,,,,,,,,
 08-218 ,Zoop1,4-Aug-2017,NA,,Hydracarina,,Large Taxa Scan,7,10,219.91,114,114.0,0.00,1,0.005,,,,,,,,,,,,
 17-054 ,Zoop1,31-Jul-2017,none,,Chydorus ,sphaericus,Cladocera,7,10,219.91,120,4.0,0.14,1,0.136,0.544,0.074,0.24,,,,,,,,,
 17-054 ,Zoop1,31-Jul-2017,none,,Daphnia,galeata mendotae,Cladocera,7,10,219.91,120,4.0,0.14,56,7.639,2.642,20.187,0.97,0.72,1.03,0.71,0.66,0.54,0.88,0.91,0.68,0.80
 17-054 ,Zoop1,31-Jul-2017,none,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,120,4.0,0.14,59,8.049,1.207,9.717,0.76,0.82,0.42,0.75,0.57,0.72,0.76,0.62,0.80,0.53
 17-054 ,Zoop1,31-Jul-2017,none,,Eubosmina,longispina,Cladocera,7,10,219.91,120,4.0,0.14,34,4.638,0.849,3.936,0.36,0.26,0.26,0.38,0.34,0.32,0.25,0.37,0.32,0.30
 17-054 ,Zoop1,31-Jul-2017,none,,calanoid,copepodid,Copepoda,7,10,219.91,120,4.0,0.14,75,10.231,1.169,11.963,0.58,0.46,0.53,0.49,0.37,0.31,0.51,0.49,0.34,0.46
 17-054 ,Zoop1,31-Jul-2017,none,,cyclopoid,copepodid,Copepoda,7,10,219.91,120,4.0,0.14,97,13.233,0.284,3.752,0.32,0.39,0.33,0.35,0.33,0.29,0.37,0.34,0.32,0.34
 17-054 ,Zoop1,31-Jul-2017,none,,Epischura,lacustris,Copepoda,7,10,219.91,120,4.0,0.14,3,0.409,17.967,7.353,1.70,1.78,1.84,,,,,,,
 17-054 ,Zoop1,31-Jul-2017,none,,Leptodiaptomus,minutus,Copepoda,7,10,219.91,120,4.0,0.14,202,27.556,2.255,62.150,0.92,0.96,0.94,0.89,0.98,0.91,0.90,0.83,0.89,0.91
 17-074 ,Zoop1,6-Aug-2017,NA,,Daphnia,galeata mendotae,Cladocera,7,10,219.91,102,10.0,0.05,13,0.603,4.829,2.912,0.70,0.50,1.09,1.53,0.64,1.02,1.58,0.69,0.81,0.59
 17-074 ,Zoop1,6-Aug-2017,NA,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,102,10.0,0.05,302,14.007,1.303,18.248,0.59,0.78,0.54,0.81,0.83,0.44,0.54,0.97,0.62,0.64
 17-074 ,Zoop1,6-Aug-2017,NA,,Eubosmina,longispina,Cladocera,7,10,219.91,102,10.0,0.05,20,0.928,0.731,0.678,0.25,0.25,0.35,0.22,0.24,0.29,0.24,0.44,0.23,0.40
 17-074 ,Zoop1,6-Aug-2017,NA,,Holopedium,glacialis,Cladocera,7,10,219.91,102,10.0,0.05,3,0.139,7.332,1.020,1.09,0.84,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-074 ,Zoop1,6-Aug-2017,NA,,Aglaodiaptomus,spatulocrenatus,Copepoda,7,10,219.91,102,10.0,0.05,59,2.737,13.492,36.921,1.41,1.49,1.49,1.44,1.34,1.47,1.29,1.39,1.29,1.53
 17-074 ,Zoop1,6-Aug-2017,NA,,calanoid,copepodid,Copepoda,7,10,219.91,102,10.0,0.05,196,9.091,2.722,24.745,0.74,0.82,0.40,0.64,0.74,1.19,0.61,0.81,0.75,0.59
 17-074 ,Zoop1,6-Aug-2017,NA,,cyclopoid,copepodid,Copepoda,7,10,219.91,102,10.0,0.05,104,4.824,2.190,10.563,0.63,0.45,0.50,0.54,0.99,0.57,0.48,0.59,0.66,0.54
 17-074 ,Zoop1,6-Aug-2017,NA,,Epischura,nevadensis,Copepoda,7,10,219.91,102,10.0,0.05,1,0.046,4.772,0.221,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-074 ,Zoop1,6-Aug-2017,NA,,Leptodiaptomus,minutus,Copepoda,7,10,219.91,102,10.0,0.05,153,7.096,2.889,20.504,0.99,0.93,1.01,1.05,1.04,1.07,1.01,0.99,0.93,0.99
 17-074 ,Zoop1,6-Aug-2017,NA,,Mesocyclops,edax,Copepoda,7,10,219.91,102,10.0,0.05,102,4.731,8.606,40.714,0.89,0.96,1.31,1.36,1.36,0.84,0.91,0.95,1.29,0.86
 17-074 ,Zoop1,6-Aug-2017,NA,,Tropocyclops,prasinus copepodid,Copepoda,7,10,219.91,102,10.0,0.05,51,2.365,0.520,1.229,0.46,0.36,0.37,0.50,0.27,0.39,0.36,0.46,0.43,0.42
 17-074 ,Zoop1,6-Aug-2017,NA,,Tropocyclops,prasinus,Copepoda,7,10,219.91,102,10.0,0.05,33,1.531,1.144,1.750,0.51,0.54,0.55,0.54,0.51,0.59,0.53,0.54,0.51,0.54
 17-074 ,Zoop1,6-Aug-2017,NA,,Leptodora,kindtii,Large Taxa Scan,7,10,219.91,102,102.0,0.00,1,0.005,,,,,,,,,,,,
 17-075 ,Zoop1,7-Aug-2017,none,,Daphnia,parvula,Cladocera,7,10,219.91,118,2.0,0.27,63,16.902,1.288,21.768,0.54,0.78,0.77,0.53,0.84,0.78,0.60,0.79,0.57,0.49
 17-075 ,Zoop1,7-Aug-2017,none,,Diaphanosoma,birgei,Cladocera,7,10,219.91,118,2.0,0.27,9,2.415,1.053,2.543,0.70,0.29,0.55,0.74,0.29,0.75,0.69,0.74,0.81,
 17-075 ,Zoop1,7-Aug-2017,none,,Eubosmina,longispina,Cladocera,7,10,219.91,118,2.0,0.27,282,75.658,0.668,50.542,0.32,0.32,0.26,0.37,0.26,0.34,0.21,0.28,0.24,0.25
 17-075 ,Zoop1,7-Aug-2017,none,,calanoid,copepodid,Copepoda,7,10,219.91,118,2.0,0.27,4,1.073,3.704,3.975,0.70,1.02,0.53,1.21,,,,,,
 17-075 ,Zoop1,7-Aug-2017,none,,cyclopoid,copepodid,Copepoda,7,10,219.91,118,2.0,0.27,56,15.024,3.963,59.537,0.86,0.67,0.50,0.84,0.91,0.46,0.43,1.03,0.78,0.67
 17-075 ,Zoop1,7-Aug-2017,none,,Epischura,lacustris,Copepoda,7,10,219.91,118,2.0,0.27,3,0.805,13.068,10.518,1.58,1.40,1.69,,,,,,,
 17-075 ,Zoop1,7-Aug-2017,none,,Leptodiaptomus,minutus,Copepoda,7,10,219.91,118,2.0,0.27,29,7.780,2.307,17.947,0.85,0.84,0.94,0.88,0.93,0.94,0.92,1.07,0.84,0.97
 17-075 ,Zoop1,7-Aug-2017,none,,Mesocyclops,edax,Copepoda,7,10,219.91,118,2.0,0.27,16,4.293,4.541,19.494,0.88,0.81,0.87,0.90,0.84,0.82,0.82,0.86,0.82,1.41
 17-075 ,Zoop1,7-Aug-2017,none,,Tropocyclops,prasinus,Copepoda,7,10,219.91,118,2.0,0.27,26,6.976,0.789,5.505,0.36,0.41,0.24,0.49,0.57,0.41,0.46,0.38,0.48,0.42
 17-075 ,Zoop1,7-Aug-2017,none,,Hydracarina,,Large Taxa Scan,7,10,219.91,118,118.0,0.00,3,0.014,,,,,,,,,,,,
 17-121 ,Zoop1,10-Jul-2017,NA,,Bosmina,longirostris,Cladocera,7,10,219.91,120,2.0,0.27,261,71.210,0.440,31.327,0.18,0.29,0.26,0.20,0.27,0.25,0.25,0.24,0.22,0.30
 17-121 ,Zoop1,10-Jul-2017,NA,,Ceriodaphnia,spp.,Cladocera,7,10,219.91,120,2.0,0.27,21,5.730,1.650,9.454,0.30,0.42,0.30,0.40,0.59,0.65,0.54,0.55,0.30,0.34
 17-121 ,Zoop1,10-Jul-2017,NA,,Chydorus ,sphaericus,Cladocera,7,10,219.91,120,2.0,0.27,5,1.364,0.928,1.267,0.25,0.20,0.23,0.26,0.38,0.00,0.00,0.00,0.00,0.00
 17-121 ,Zoop1,10-Jul-2017,NA,,Diaphanosoma,brachyurum,Cladocera,7,10,219.91,120,2.0,0.27,2,0.546,0.587,0.320,0.59,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-121 ,Zoop1,10-Jul-2017,NA,,ostracod,,Ostracoda,7,10,219.91,120,2.0,0.27,3,0.819,2.927,2.396,0.20,0.51,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-121 ,Zoop1,10-Jul-2017,NA,,calanoid,copepodid,Copepoda,7,10,219.91,120,2.0,0.27,4,1.091,1.086,1.185,0.39,0.43,0.52,0.42,0.00,0.00,0.00,0.00,0.00,0.00
 17-121 ,Zoop1,10-Jul-2017,NA,,cyclopoid,copepodid,Copepoda,7,10,219.91,120,2.0,0.27,31,8.458,0.472,3.989,0.40,0.48,0.32,0.38,0.35,0.51,0.38,0.37,0.30,0.40
 17-121 ,Zoop1,10-Jul-2017,NA,,Tropocyclops,prasinus,Copepoda,7,10,219.91,120,2.0,0.27,5,1.364,1.133,1.546,0.48,0.50,0.54,0.57,0.59,0.00,0.00,0.00,0.00,0.00
 17-121 ,Zoop1,10-Jul-2017,NA,,ostracod,,Large Taxa Scan,7,10,219.91,120,120.0,0.00,3,0.014,,,,,,,,,,,,
 09-370 ,Zoop1,na,High algae. ,na,Chydorus ,sphaericus,Cladocera,7,10,219.91,120,29.0,0.02,2,0.038,0.292,0.011,0.19,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-370 ,Zoop1,na,High algae. ,na,Daphnia,pulicaria,Cladocera,7,10,219.91,120,29.0,0.02,32,0.602,49.602,29.867,1.04,1.14,2.14,1.68,1.98,1.63,1.90,2.08,1.68,1.27
 09-370 ,Zoop1,na,High algae. ,na,Daphnia,spp.,Cladocera,7,10,219.91,120,29.0,0.02,29,0.546,4.855,2.649,0.79,0.74,0.77,0.66,0.68,0.70,0.64,0.69,0.71,0.67
 09-370 ,Zoop1,na,High algae. ,na,calanoid,copepodid,Copepoda,7,10,219.91,120,29.0,0.02,32,0.602,2.638,1.589,0.62,0.96,0.98,0.81,0.61,0.53,0.81,0.68,0.62,0.60
 09-370 ,Zoop1,na,High algae. ,na,cyclopoid,copepodid,Copepoda,7,10,219.91,120,29.0,0.02,200,3.763,1.307,4.918,0.38,0.45,0.36,0.50,0.34,0.99,0.40,0.35,0.37,0.36
 09-370 ,Zoop1,na,High algae. ,na,Diacyclops,thomasi,Copepoda,7,10,219.91,120,29.0,0.02,15,0.282,2.448,0.691,0.94,0.79,0.99,1.09,1.19,1.04,1.10,0.98,0.85,1.14
 09-370 ,Zoop1,na,High algae. ,na,Mesocyclops,edax,Copepoda,7,10,219.91,120,29.0,0.02,12,0.226,6.932,1.565,1.42,0.94,1.09,0.99,0.97,0.94,1.11,1.14,0.89,0.87
 09-370 ,Zoop1,na,High algae. ,na,Skistodiaptomus,oregonensis,Copepoda,7,10,219.91,120,29.0,0.02,10,0.188,5.645,1.062,1.06,1.29,1.09,1.20,1.11,0.99,1.08,1.26,1.19,1.14
 09-370 ,Zoop1,na,High algae. ,na,Hydracarina,,Utermöhl Chamber,7,10,219.91,120,29.0,0.02,1,0.019,,,,,,,,,,,,
 09-370 ,Zoop1,na,High algae. ,na,Chaoborus,spp.,Large Taxa Scan,7,10,219.91,120,120.0,0.00,6,0.027,,,,,,,,,,,,
 09-370 ,Zoop1,na,High algae. ,na,Hydracarina,,Large Taxa Scan,7,10,219.91,120,120.0,0.00,2,0.009,,,,,,,,,,,,
 09-370 ,Zoop1,na,High algae. ,na,ostracod,,Large Taxa Scan,7,10,219.91,120,120.0,0.00,1,0.005,,,,,,,,,,,,
 09-381 ,Zoop1,na,na,na,Chydorus ,sphaericus,Cladocera,7,10,219.91,120,3.0,0.18,13,2.365,1.041,2.460,0.31,0.31,0.30,0.30,0.29,0.28,0.19,0.28,0.30,0.32
 09-381 ,Zoop1,na,na,na,Daphnia,galeata mendotae,Cladocera,7,10,219.91,120,3.0,0.18,8,1.455,12.893,18.761,1.94,1.02,2.17,2.01,1.02,0.97,0.67,0.88,0.00,0.00
 09-381 ,Zoop1,na,na,na,Daphnia,pulicaria,Cladocera,7,10,219.91,120,3.0,0.18,11,2.001,28.482,56.987,2.26,1.68,1.09,0.98,1.14,1.19,1.32,1.12,1.21,1.07
 09-381 ,Zoop1,na,na,na,Diaphanosoma,birgei,Cladocera,7,10,219.91,120,3.0,0.18,120,21.827,3.073,67.083,1.22,0.59,0.78,1.03,0.79,0.85,0.81,0.56,1.20,1.10
 09-381 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,7,10,219.91,120,3.0,0.18,210,38.197,2.599,99.283,0.78,0.67,0.84,0.99,0.81,0.67,0.51,0.67,0.57,0.67
 09-381 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,7,10,219.91,120,3.0,0.18,169,30.740,2.902,89.202,1.19,0.36,0.60,0.57,0.45,0.36,0.70,0.55,0.56,0.65
 09-381 ,Zoop1,na,na,na,Diacyclops,thomasi,Copepoda,7,10,219.91,120,3.0,0.18,33,6.002,2.336,14.023,0.90,0.96,1.10,0.93,0.98,0.97,1.01,0.91,1.23,0.98
 09-381 ,Zoop1,na,na,na,Leptodiaptomus,nudus,Copepoda,7,10,219.91,120,3.0,0.18,40,7.276,5.893,42.875,1.35,1.40,1.27,1.28,1.34,1.43,1.27,1.31,1.40,1.39
 09-381 ,Zoop1,na,na,na,Mesocyclops,edax,Copepoda,7,10,219.91,120,3.0,0.18,1,0.182,20.316,3.695,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-381 ,Zoop1,na,na,na,Skistodiaptomus,oregonensis,Copepoda,7,10,219.91,120,3.0,0.18,11,2.001,5.283,10.570,1.18,1.17,1.11,1.07,1.09,0.98,1.03,1.10,1.12,1.14
 09-381 ,Zoop1,na,na,na,Leptodora,kindtii,Utermöhl Chamber,7,10,219.91,120,3.0,0.18,1,0.182,,,,,,,,,,,,
 09-381 ,Zoop1,na,na,na,ostracod,,Utermöhl Chamber,7,10,219.91,120,3.0,0.18,1,0.182,,,,,,,,,,,,
 09-381 ,Zoop1,na,na,na,Leptodora,kindtii,Large Taxa Scan,7,10,219.91,120,120.0,0.00,1,0.005,,,,,,,,,,,,
 10-353 ,Zoop1,na,na,na,Bosmina,longirostris,Cladocera,7,10,219.91,108,1.3,0.38,200,75.555,0.407,30.778,0.30,0.20,0.25,0.20,0.23,0.25,0.23,0.24,0.24,0.26
 10-353 ,Zoop1,na,na,na,Ceriodaphnia,spp.,Cladocera,7,10,219.91,108,1.3,0.38,47,17.755,0.634,11.253,0.26,0.37,0.27,0.42,0.33,0.23,0.30,0.40,0.38,0.45
 10-353 ,Zoop1,na,na,na,Diacyclops,thomasi copepodid,Copepoda,7,10,219.91,108,1.3,0.38,22,8.311,0.634,5.268,0.35,0.30,0.50,0.45,0.57,0.36,0.54,0.37,0.33,0.39
 10-353 ,Zoop1,na,na,na,Diacyclops,thomasi,Copepoda,7,10,219.91,108,1.3,0.38,3,1.133,1.372,1.555,0.85,0.79,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-353 ,Zoop1,na,na,na,Leptodiaptomus,siciloides copepodid,Copepoda,7,10,219.91,108,1.3,0.38,7,2.644,3.238,8.563,0.61,0.89,0.37,0.40,0.90,0.42,0.89,0.00,0.00,0.00
 10-353 ,Zoop1,na,na,na,Leptodiaptomus,siciloides,Copepoda,7,10,219.91,108,1.3,0.38,5,1.889,3.945,7.452,0.99,1.06,1.20,1.19,1.24,0.00,0.00,0.00,0.00,0.00
 10-353 ,Zoop1,na,na,na,Hydracarina,,Large Taxa Scan,7,10,219.91,108,108.0,0.00,4,0.018,,,,,,,,,,,,
 10-360 ,Zoop1,na,na,na,Bosmina,longirostris,Cladocera,7,10,219.91,105,0.6,0.80,286,227.591,0.402,91.502,0.27,0.22,0.25,0.19,0.23,0.29,0.25,0.21,0.27,0.20
 10-360 ,Zoop1,na,na,na,Ceriodaphnia,spp.,Cladocera,7,10,219.91,105,0.6,0.80,1,0.796,0.298,0.237,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
